ML Catalog Number,Format,Scientific Name,Common Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Elevation (m),Age/Sex,Behaviors,Playback,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed?,Air Temp(ºC),Water Temp(ºC),Media notes,Observation Details,Class,Order,Family,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2 Display Name,Recordist 2 Profile URL,Average Community Rating,Number of Ratings,Asset State,Asset Tags,Contributor Profile URL,Original Image Height,Original Image Width,Specimen Page URL,eBird Checklist URL,ebird Species URL,isInternalUser,mediaDownloadUrl,report_as
187877091,Photo,Psaltriparus minimus,Bushtit,,Robert Raffel,11/13/2019,2019,11,13,906,United States,US-CA-013,California,Contra Costa,El Toyonal,37.8977,-122.222,,,,Unspecified,,,,,,,,S61423825,,,,,,,,,Psaltriparus minimus,bushti,Species,24234,,,4.4,15,committed,,https://ebird.org/profile/ODExMjE3,1878,2655,https://macaulaylibrary.org/asset/187877091,https://ebird.org/view/checklist/S61423825,https://ebird.org/species/bushti,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,bushti
224882501,Photo,Phalaenoptilus nuttallii,Common Poorwill,,Robert Raffel,4/18/2020,2020,4,18,504,United States,US-CA-013,California,Contra Costa,Mt. Diablo SP--Mitchell Canyon,37.9149,-121.9479,,,,Unspecified,,,,,,,,S67422453,,,,,"At least 6 along Red Road between 5:30 and 6:00.  Saw 6 birds on road (or their eye shine).  Heard 2 birds singing as it was getting light that I believe were additional birds.  I did not play a tape, but a couple of birds flew in towards me.  Perhaps attracted by my light?  It was interesting seeing a pair of glowing eyes flying towards me.  They did not appear concerned with my presence, my light, or the flash from my camera.  They would fly-catch right in front of me sometimes landing about 10 feet away.",,,,Phalaenoptilus nuttallii,compoo,Species,3504,,,4.166666667,6,committed,,https://ebird.org/profile/ODExMjE3,2188,3094,https://macaulaylibrary.org/asset/224882501,https://ebird.org/view/checklist/S67422453,https://ebird.org/species/compoo,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,compoo
181820911,Photo,Aimophila ruficeps,Rufous-crowned Sparrow,,Robert Raffel,10/11/2019,2019,10,11,849,United States,US-CA-013,California,Contra Costa,Diablo Foothills Regional Park/Castle Rock Park,37.8884,-121.9953,,,,Unspecified,,,,,,,,S60528220,,,,,,,,,Aimophila ruficeps,rucspa,Species,32114,,,5,3,committed,,https://ebird.org/profile/ODExMjE3,1898,2684,https://macaulaylibrary.org/asset/181820911,https://ebird.org/view/checklist/S60528220,https://ebird.org/species/rucspa,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,rucspa
165313241,Photo,Falco sparverius,American Kestrel,,Robert Raffel,6/21/2019,2019,6,21,1900,United States,US-CA-013,California,Contra Costa,Dow Wetlands Preserve,38.0213,-121.8319,,Unknown,,Unspecified,,,,,,,,S57579903,,,,,,,,,Falco sparverius,amekes,Species,11407,,,5,3,committed,,https://ebird.org/profile/ODExMjE3,1181,1670,https://macaulaylibrary.org/asset/165313241,https://ebird.org/view/checklist/S57579903,https://ebird.org/species/amekes,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,amekes
151297231,Photo,Polioptila caerulea,Blue-gray Gnatcatcher,,Robert Raffel,4/14/2019,2019,4,14,826,United States,US-CA-013,California,Contra Costa,"Mount Diablo State Park - Green Ranch Road, Clayton US-CA (37.8702,-121.9250)",37.8702,-121.925,,Unknown,,Unspecified,,,,,,,,S54954937,,,,,,,,,Polioptila caerulea,buggna,Species,26030,,,5,3,committed,,https://ebird.org/profile/ODExMjE3,2885,4080,https://macaulaylibrary.org/asset/151297231,https://ebird.org/view/checklist/S54954937,https://ebird.org/species/buggna,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,buggna
145961751,Photo,Sturnus vulgaris,European Starling,,Robert Raffel,3/17/2019,2019,3,17,1327,United States,US-CA-013,California,Contra Costa,Bethel Island,38.0321,-121.6375,,Unknown,,Unspecified,,,,,,,,S53950618,,,,,,,,,Sturnus vulgaris,eursta,Species,26739,,,5,3,committed,,https://ebird.org/profile/ODExMjE3,2179,3081,https://macaulaylibrary.org/asset/145961751,https://ebird.org/view/checklist/S53950618,https://ebird.org/species/eursta,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,eursta
145089591,Photo,Vireo huttoni,Hutton's Vireo,,Robert Raffel,3/3/2019,2019,3,3,923,United States,US-CA-013,California,Contra Costa,"75 Bacon Ct, Lafayette US-CA (37.9065,-122.0851)",37.9065,-122.0851,,Unknown,,Unspecified,,,,,,,,S53347144,,,,,,,,,Vireo huttoni,hutvir,Species,18358,,,5,3,committed,,https://ebird.org/profile/ODExMjE3,2855,4037,https://macaulaylibrary.org/asset/145089591,https://ebird.org/view/checklist/S53347144,https://ebird.org/species/hutvir,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,hutvir
140715251,Photo,Turdus migratorius,American Robin,,Robert Raffel,2/11/2019,2019,2,11,1329,United States,US-CA-013,California,Contra Costa,"75 Bacon Ct, Lafayette US-CA (37.9065,-122.0851)",37.9065,-122.0851,,Unknown,,Unspecified,,,,,,,,S52604746,,,,,,,,,Turdus migratorius,amerob,Species,27462,,,5,3,committed,,https://ebird.org/profile/ODExMjE3,2839,4014,https://macaulaylibrary.org/asset/140715251,https://ebird.org/view/checklist/S52604746,https://ebird.org/species/amerob,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,amerob
124025841,Photo,Columba livia (Feral Pigeon),Rock Pigeon (Feral Pigeon),,Robert Raffel,11/17/2018,2018,11,17,634,United States,US-CA-087,California,Santa Cruz,Seacliff SB,36.9709,-121.9132,,Unknown,,Unspecified,,,,,,,,S49996499,,,,,,,,,Columba livia,rocpig1,Domestic,1813,,,5,3,committed,,https://ebird.org/profile/ODExMjE3,3149,4403,https://macaulaylibrary.org/asset/124025841,https://ebird.org/view/checklist/S49996499,https://ebird.org/species/rocpig,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,rocpig
278995351,Photo,Myadestes townsendi,Townsend's Solitaire,,Robert Raffel,11/10/2020,2020,11,10,704,United States,US-CA-013,California,Contra Costa,Black Diamond Mines Regional Preserve,37.9722,-121.8583,,,,Unspecified,,,,,,,,S76089334,,,,,"Pair sitting in top of tree.  Flew off after a couple of minutes.  We believe they were passing through, but if someone is interested in checking the area, they were near the corral along Stewartsville Trail at (37.943729, -121.835458)  Townsend's Solitaire was on the short list of targeted rarities that John had identified for this trip, and then he found it!",,,,Myadestes townsendi,towsol,Species,27067,,,4.5,4,committed,,https://ebird.org/profile/ODExMjE3,1481,2094,https://macaulaylibrary.org/asset/278995351,https://ebird.org/view/checklist/S76089334,https://ebird.org/species/towsol,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,towsol
161235131,Photo,Contopus sordidulus,Western Wood-Pewee,,Robert Raffel,5/26/2019,2019,5,26,946,United States,US-CA-013,California,Contra Costa,Ironhouse Sanitary District,38.0035,-121.7092,,Unknown,,Unspecified,,,,,,,,S56764593,,,,,,,,,Contopus sordidulus,wewpew,Species,16130,,,4.5,4,committed,,https://ebird.org/profile/ODExMjE3,2288,3235,https://macaulaylibrary.org/asset/161235131,https://ebird.org/view/checklist/S56764593,https://ebird.org/species/wewpew,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,wewpew
281082041,Photo,Regulus calendula,Ruby-crowned Kinglet,,Robert Raffel,11/18/2020,2020,11,18,704,United States,US-CA-013,California,Contra Costa,Redwood Regional Park--Skyline Gate area,37.8317,-122.1846,,,,Unspecified,,,,,,,,S76418486,,,,,,,,,Regulus calendula,ruckin,Species,25797,,,4.2,5,committed,,https://ebird.org/profile/ODExMjE3,2575,3641,https://macaulaylibrary.org/asset/281082041,https://ebird.org/view/checklist/S76418486,https://ebird.org/species/ruckin,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,ruckin
188217251,Photo,Passerculus sandwichensis,Savannah Sparrow,,Robert Raffel,11/16/2019,2019,11,16,828,United States,US-CA-013,California,Contra Costa,Black Diamond Mines Regional Preserve,37.9722,-121.8583,,,,Unspecified,,,,,,,,S61493905,,,,,,,,,Passerculus sandwichensis,savspa,Species,31986,,,4.25,4,committed,,https://ebird.org/profile/ODExMjE3,2581,3650,https://macaulaylibrary.org/asset/188217251,https://ebird.org/view/checklist/S61493905,https://ebird.org/species/savspa,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,savspa
148074771,Photo,Melospiza georgiana,Swamp Sparrow,,Robert Raffel,3/30/2019,2019,3,30,736,United States,US-CA-013,California,Contra Costa,EBMUD--Valle Vista Staging Area (permit required),37.8212,-122.1393,,Unknown,,Unspecified,,,,,,,,S54375475,,,,,"Solitary bird not associating with other sparrows.  Was in low brush on lake side of trail.  There was pasture land behind.  Coordinates: 37.818691, -122.132573",,,,Melospiza georgiana,swaspa,Species,32055,,,4,5,committed,,https://ebird.org/profile/ODExMjE3,1963,2776,https://macaulaylibrary.org/asset/148074771,https://ebird.org/view/checklist/S54375475,https://ebird.org/species/swaspa,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,swaspa
229062691,Photo,Stelgidopteryx serripennis,Northern Rough-winged Swallow,,Robert Raffel,4/30/2020,2020,4,30,755,United States,US-CA-013,California,Contra Costa,Hercules Point,38.0223,-122.2896,,,,Unspecified,,,,,,,,S68102094,,,,,,,,,Stelgidopteryx serripennis,nrwswa,Species,23036,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,1714,2423,https://macaulaylibrary.org/asset/229062691,https://ebird.org/view/checklist/S68102094,https://ebird.org/species/nrwswa,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,nrwswa
227669361,Photo,Phasianus colchicus,Ring-necked Pheasant,,Robert Raffel,4/25/2020,2020,4,25,648,United States,US-CA-013,California,Contra Costa,Bethel Island,38.0321,-121.6375,,,,Unspecified,,,,,,,,S67787212,,,,,,,,,Phasianus colchicus,rinphe,Species,1437,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,2881,4074,https://macaulaylibrary.org/asset/227669361,https://ebird.org/view/checklist/S67787212,https://ebird.org/species/rinphe,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,rinphe
212525071,Photo,Spinus pinus,Pine Siskin,,Robert Raffel,2/26/2020,2020,2,26,754,United States,US-CA-013,California,Contra Costa,"75 Bacon Ct, Lafayette US-CA (37.9065,-122.0851)",37.9065,-122.0851,,,,Unspecified,,,,,,,,S65158701,,,,,,,,,Spinus pinus,pinsis,Species,31361,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,2806,3968,https://macaulaylibrary.org/asset/212525071,https://ebird.org/view/checklist/S65158701,https://ebird.org/species/pinsis,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,pinsis
197458751,Photo,Pipilo maculatus,Spotted Towhee,,Robert Raffel,5/2/2019,2019,5,2,1700,United States,US-CA-013,California,Contra Costa,"75 Bacon Ct, Lafayette US-CA (37.9065,-122.0851)",37.9065,-122.0851,,,,Unspecified,,,,,,,,S63055908,,,,,,,,,Pipilo maculatus,spotow,Species,32129,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,2851,4031,https://macaulaylibrary.org/asset/197458751,https://ebird.org/view/checklist/S63055908,https://ebird.org/species/spotow,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,spotow
197278901,Photo,Cathartes aura,Turkey Vulture,,Robert Raffel,12/23/2019,2019,12,23,836,United States,US-CA-013,California,Contra Costa,Bethel Island,38.0321,-121.6375,,,,Unspecified,,,,,,,,S62565084,,,,,,,,,Cathartes aura,turvul,Species,7338,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,2757,3898,https://macaulaylibrary.org/asset/197278901,https://ebird.org/view/checklist/S62565084,https://ebird.org/species/turvul,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,turvul
188221251,Photo,Troglodytes aedon,House Wren,,Robert Raffel,11/16/2019,2019,11,16,1100,United States,US-CA-013,California,Contra Costa,Los Vaqueros Reservoir--north end,37.8373,-121.7297,,,,Unspecified,,,,,,,,S61498008,,,,,,,,,Troglodytes aedon,houwre,Species,26127,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,1513,2139,https://macaulaylibrary.org/asset/188221251,https://ebird.org/view/checklist/S61498008,https://ebird.org/species/houwre,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,houwre
181807711,Photo,Regulus calendula,Ruby-crowned Kinglet,,Robert Raffel,10/12/2019,2019,10,12,812,United States,US-CA-013,California,Contra Costa,Bradford Island,38.0776,-121.6633,,,,Unspecified,,,,,,,,S60556623,,,,,,,,,Regulus calendula,ruckin,Species,25797,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,2770,3917,https://macaulaylibrary.org/asset/181807711,https://ebird.org/view/checklist/S60556623,https://ebird.org/species/ruckin,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,ruckin
180950461,Photo,Vireo huttoni,Hutton's Vireo,,Robert Raffel,10/7/2019,2019,10,7,905,United States,US-CA-013,California,Contra Costa,"75 Bacon Ct, Lafayette US-CA (37.9065,-122.0851)",37.9065,-122.0851,,,,Unspecified,,,,,,,,S60425861,,,,,"Interesting how the bird flies in looking like a typical Hutton's Vireo, and then after getting wet, it fluffs itself up into a puff ball obscuring the wing bars.  I frequently see puffed out Hutton's Vireos in the bushes near the bird bath and had assumed they were different individuals from the more normal looking Hutton's.  These pictures are all of the same bird.",,,,Vireo huttoni,hutvir,Species,18358,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,2662,3764,https://macaulaylibrary.org/asset/180950461,https://ebird.org/view/checklist/S60425861,https://ebird.org/species/hutvir,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,hutvir
179918211,Photo,Cerorhinca monocerata,Rhinoceros Auklet,,Robert Raffel,9/24/2019,2019,9,24,1314,United States,US-OR-041,Oregon,Lincoln,Yaquina River--SE Jetty Way,44.6159,-124.0619,,,,Unspecified,,,,,,,,S60087554,,,,,,,,,Cerorhinca monocerata,rhiauk,Species,6186,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,1051,1486,https://macaulaylibrary.org/asset/179918211,https://ebird.org/view/checklist/S60087554,https://ebird.org/species/rhiauk,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,rhiauk
176859921,Photo,Vireo huttoni,Hutton's Vireo,,Robert Raffel,9/11/2019,2019,9,11,814,United States,US-CA-013,California,Contra Costa,"75 Bacon Ct, Lafayette US-CA (37.9065,-122.0851)",37.9065,-122.0851,,,,Unspecified,,,,,,,,S59689995,,,,,,,,,Vireo huttoni,hutvir,Species,18358,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,2041,2886,https://macaulaylibrary.org/asset/176859921,https://ebird.org/view/checklist/S59689995,https://ebird.org/species/hutvir,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,hutvir
175187671,Photo,Euphagus cyanocephalus,Brewer's Blackbird,,Robert Raffel,9/1/2019,2019,9,1,652,United States,US-CA-013,California,Contra Costa,Waterbird Way pond,38.0258,-122.094,,Unknown,,Unspecified,,,,,,,,S59425765,,,,,,,,,Euphagus cyanocephalus,brebla,Species,32575,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,2626,3713,https://macaulaylibrary.org/asset/175187671,https://ebird.org/view/checklist/S59425765,https://ebird.org/species/brebla,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,brebla
163038601,Photo,Icteria virens,Yellow-breasted Chat,,Robert Raffel,6/6/2019,2019,6,6,905,United States,US-CA-013,California,Contra Costa,Bradford Island,38.0776,-121.6633,,Unknown,,Unspecified,,,,,,,,S57150780,,,,,"All were located along Center Road that runs north-south through the middle of island.  The further north on the road, the more numerous the number of Chats.  3 Chats were in one location near the junction with the Levee  Rd at the north end of the island.  Windy conditions prevented hearing Chats in other parts of the island.",,,,Icteria virens,yebcha,Species,32293,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,1578,2231,https://macaulaylibrary.org/asset/163038601,https://ebird.org/view/checklist/S57150780,https://ebird.org/species/yebcha,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,yebcha
161235171,Photo,Contopus sordidulus,Western Wood-Pewee,,Robert Raffel,5/26/2019,2019,5,26,946,United States,US-CA-013,California,Contra Costa,Ironhouse Sanitary District,38.0035,-121.7092,,Unknown,,Unspecified,,,,,,,,S56764593,,,,,,,,,Contopus sordidulus,wewpew,Species,16130,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,2579,3647,https://macaulaylibrary.org/asset/161235171,https://ebird.org/view/checklist/S56764593,https://ebird.org/species/wewpew,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,wewpew
161232681,Photo,Molothrus ater,Brown-headed Cowbird,,Robert Raffel,5/26/2019,2019,5,26,628,United States,US-CA-013,California,Contra Costa,Dow Wetlands Preserve,38.0213,-121.8319,,Unknown,,Unspecified,,,,,,,,S56757842,,,,,,,,,Molothrus ater,bnhcow,Species,32557,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,2876,4066,https://macaulaylibrary.org/asset/161232681,https://ebird.org/view/checklist/S56757842,https://ebird.org/species/bnhcow,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,bnhcow
151297741,Photo,Artemisiospiza belli,Bell's Sparrow,,Robert Raffel,4/14/2019,2019,4,14,826,United States,US-CA-013,California,Contra Costa,"Mount Diablo State Park - Green Ranch Road, Clayton US-CA (37.8702,-121.9250)",37.8702,-121.925,,Unknown,,Unspecified,,,,,,,,S54954937,,,,,,,,,Artemisiospiza belli,belspa2,Species,31950,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,2934,4149,https://macaulaylibrary.org/asset/151297741,https://ebird.org/view/checklist/S54954937,https://ebird.org/species/belspa2,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,belspa2
151297731,Photo,Artemisiospiza belli,Bell's Sparrow,,Robert Raffel,4/14/2019,2019,4,14,826,United States,US-CA-013,California,Contra Costa,"Mount Diablo State Park - Green Ranch Road, Clayton US-CA (37.8702,-121.9250)",37.8702,-121.925,,Unknown,,Unspecified,,,,,,,,S54954937,,,,,,,,,Artemisiospiza belli,belspa2,Species,31950,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,2833,4006,https://macaulaylibrary.org/asset/151297731,https://ebird.org/view/checklist/S54954937,https://ebird.org/species/belspa2,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,belspa2
147425701,Photo,Aechmophorus clarkii,Clark's Grebe,,Robert Raffel,3/24/2019,2019,3,24,1514,United States,US-CA-013,California,Contra Costa,"Point Portrero 1359 Canal Blvd, Richmond US-CA (37.9066,-122.3713)",37.9066,-122.3713,,Unknown,,Unspecified,,,,,,,,S54194905,,,,,,,,,Aechmophorus clarkii,clagre,Species,1792,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,2009,2840,https://macaulaylibrary.org/asset/147425701,https://ebird.org/view/checklist/S54194905,https://ebird.org/species/clagre,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,clagre
124025381,Photo,Podiceps grisegena,Red-necked Grebe,,Robert Raffel,11/17/2018,2018,11,17,634,United States,US-CA-087,California,Santa Cruz,Seacliff SB,36.9709,-121.9132,,Unknown,,Unspecified,,,,,,,,S49996499,,,,,,,,,Podiceps grisegena,rengre,Species,1770,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,1621,2268,https://macaulaylibrary.org/asset/124025381,https://ebird.org/view/checklist/S49996499,https://ebird.org/species/rengre,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,rengre
113185231,Photo,Tyto alba,Barn Owl,,Robert Raffel,9/1/2018,2018,9,1,714,United States,US-CA-041,California,Marin,Pt. Reyes--Fish Docks,37.9956,-122.9782,,Unknown,,Unspecified,,,,,,,,S48227903,,,,,,,,,Tyto alba,brnowl,Species,8110,,,4.666666667,3,committed,,https://ebird.org/profile/ODExMjE3,3068,4299,https://macaulaylibrary.org/asset/113185231,https://ebird.org/view/checklist/S48227903,https://ebird.org/species/brnowl,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,brnowl
163038841,Photo,Passerina caerulea,Blue Grosbeak,,Robert Raffel,6/6/2019,2019,6,6,905,United States,US-CA-013,California,Contra Costa,Bradford Island,38.0776,-121.6633,,Unknown,,Unspecified,,,,,,,,S57150780,,,,,,,,,Passerina caerulea,blugrb1,Species,33276,,,4.25,4,committed,,https://ebird.org/profile/ODExMjE3,1810,2559,https://macaulaylibrary.org/asset/163038841,https://ebird.org/view/checklist/S57150780,https://ebird.org/species/blugrb1,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,blugrb1
124140701,Photo,Colaptes auratus [cafer Group],Northern Flicker (Red-shafted),,Robert Raffel,11/18/2018,2018,11,18,850,United States,US-CA-013,California,Contra Costa,"75 Bacon Ct, Lafayette US-CA (37.9065,-122.0851)",37.9065,-122.0851,,Unknown,,Unspecified,,,,,,,,S50034010,,,,,,,,,Colaptes auratus,resfli,Group,11290,,,3.4,10,committed,,https://ebird.org/profile/ODExMjE3,834,1163,https://macaulaylibrary.org/asset/124140701,https://ebird.org/view/checklist/S50034010,https://ebird.org/species/norfli,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,norfli
159404681,Photo,Junco hyemalis [oreganus Group],Dark-eyed Junco (Oregon),,Robert Raffel,5/17/2019,2019,5,17,1445,United States,US-CA-013,California,Contra Costa,"75 Bacon Ct, Lafayette US-CA (37.9065,-122.0851)",37.9065,-122.0851,,Unknown,,Unspecified,,,,,,,,S56416371,,,,,,,,,Junco hyemalis,orejun,Group,31873,,,4,4,committed,,https://ebird.org/profile/ODExMjE3,2583,3652,https://macaulaylibrary.org/asset/159404681,https://ebird.org/view/checklist/S56416371,https://ebird.org/species/daejun,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,daejun
187881411,Photo,Falco sparverius,American Kestrel,,Robert Raffel,11/10/2019,2019,11,10,707,United States,US-CA-013,California,Contra Costa,Dow Wetlands Preserve,38.0213,-121.8319,,,,Unspecified,,,,,,,,S61331205,,,,,,,,,Falco sparverius,amekes,Species,11407,,,4.333333333,3,committed,,https://ebird.org/profile/ODExMjE3,1427,2018,https://macaulaylibrary.org/asset/187881411,https://ebird.org/view/checklist/S61331205,https://ebird.org/species/amekes,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,amekes
179918221,Photo,Cerorhinca monocerata,Rhinoceros Auklet,,Robert Raffel,9/24/2019,2019,9,24,1314,United States,US-OR-041,Oregon,Lincoln,Yaquina River--SE Jetty Way,44.6159,-124.0619,,,,Unspecified,,,,,,,,S60087554,,,,,,,,,Cerorhinca monocerata,rhiauk,Species,6186,,,4.333333333,3,committed,,https://ebird.org/profile/ODExMjE3,1094,1547,https://macaulaylibrary.org/asset/179918221,https://ebird.org/view/checklist/S60087554,https://ebird.org/species/rhiauk,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,rhiauk
179899351,Photo,Cerorhinca monocerata,Rhinoceros Auklet,,Robert Raffel,9/24/2019,2019,9,24,925,United States,US-OR-041,Oregon,Lincoln,Boiler Bay State Wayside,44.8288,-124.0659,,,,Unspecified,,,,,,,,S60081930,,,,,,,,,Cerorhinca monocerata,rhiauk,Species,6186,,,4.333333333,3,committed,,https://ebird.org/profile/ODExMjE3,1328,1878,https://macaulaylibrary.org/asset/179899351,https://ebird.org/view/checklist/S60081930,https://ebird.org/species/rhiauk,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,rhiauk
163039521,Photo,Passerina caerulea,Blue Grosbeak,,Robert Raffel,6/6/2019,2019,6,6,737,United States,US-CA-013,California,Contra Costa,"Ferry Dock - Jersey Island, Oakley US-CA (38.0535,-121.6585)",38.0535,-121.6585,,Unknown,,Unspecified,,,,,,,,S57150502,,,,,,,,,Passerina caerulea,blugrb1,Species,33276,,,4.333333333,3,committed,,https://ebird.org/profile/ODExMjE3,1621,2292,https://macaulaylibrary.org/asset/163039521,https://ebird.org/view/checklist/S57150502,https://ebird.org/species/blugrb1,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,blugrb1
163038721,Photo,Geothlypis trichas,Common Yellowthroat,,Robert Raffel,6/6/2019,2019,6,6,905,United States,US-CA-013,California,Contra Costa,Bradford Island,38.0776,-121.6633,,Unknown,,Unspecified,,,,,,,,S57150780,,,,,,,,,Geothlypis trichas,comyel,Species,32744,,,4.333333333,3,committed,,https://ebird.org/profile/ODExMjE3,1887,2668,https://macaulaylibrary.org/asset/163038721,https://ebird.org/view/checklist/S57150780,https://ebird.org/species/comyel,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,comyel
161238931,Photo,Buteo jamaicensis,Red-tailed Hawk,,Robert Raffel,5/26/2019,2019,5,26,1251,United States,US-CA-013,California,Contra Costa,Bethel Island,38.0321,-121.6375,,Unknown,,Unspecified,,,,,,,,S56769259,,,,,,,,,Buteo jamaicensis,rethaw,Species,8011,,,4.333333333,3,committed,,https://ebird.org/profile/ODExMjE3,2810,3973,https://macaulaylibrary.org/asset/161238931,https://ebird.org/view/checklist/S56769259,https://ebird.org/species/rethaw,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,rethaw
152454821,Photo,Selasphorus calliope,Calliope Hummingbird,,Robert Raffel,4/20/2019,2019,4,20,553,United States,US-CA-013,California,Contra Costa,Mt. Diablo SP--Mitchell Canyon,37.9149,-121.9479,,Unknown,,Unspecified,,,,,,,,S55176541,,,,,,,,,Selasphorus calliope,calhum,Species,4691,,,4.333333333,3,committed,,https://ebird.org/profile/ODExMjE3,1675,2368,https://macaulaylibrary.org/asset/152454821,https://ebird.org/view/checklist/S55176541,https://ebird.org/species/calhum,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,calhum
152454801,Photo,Selasphorus calliope,Calliope Hummingbird,,Robert Raffel,4/20/2019,2019,4,20,553,United States,US-CA-013,California,Contra Costa,Mt. Diablo SP--Mitchell Canyon,37.9149,-121.9479,,Unknown,,Unspecified,,,,,,,,S55176541,,,,,,,,,Selasphorus calliope,calhum,Species,4691,,,4.333333333,3,committed,,https://ebird.org/profile/ODExMjE3,1608,2273,https://macaulaylibrary.org/asset/152454801,https://ebird.org/view/checklist/S55176541,https://ebird.org/species/calhum,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,calhum
147419411,Photo,Meleagris gallopavo,Wild Turkey,,Robert Raffel,3/24/2019,2019,3,24,640,United States,US-CA-013,California,Contra Costa,Tilden Nature Area--Jewel Lake,37.9125,-122.269,,Unknown,,Unspecified,,,,,,,,S54178980,,,,,,,,,Meleagris gallopavo,wiltur,Species,1692,,,4.333333333,3,committed,,https://ebird.org/profile/ODExMjE3,2671,3777,https://macaulaylibrary.org/asset/147419411,https://ebird.org/view/checklist/S54178980,https://ebird.org/species/wiltur,FALSE,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/,wiltur
